PostIndex,Topic,Emotion,AudioFormat,VideoFormat,Language
5847,Dance,happy,lip-syncing,special-effects,Hindi
5848,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
5853,Heartbreak Romance,neutral,self-spoken-monologues,special-effects,Hindi
5855,Couple Romance,happy,background-song-with-lyrics,videos-with-text,Hindi
5858,Dance,happy,lip-syncing,self-shot,Hindi
5872,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
5877,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
5878,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
5882,Couple Romance,affection,lip-syncing,self-shot,Hindi
5907,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
5908,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
5910,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
5916,Couple Romance,neutral,lip-syncing,special-effects,Hindi
5917,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
5918,Couple Romance,happy,lip-syncing,self-shot,Hindi
5925,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
5930,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
5931,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
5940,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
5941,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
5942,Couple Romance,happy,lip-syncing,special-effects,Hindi
5943,Couple Romance,happy,lip-syncing,self-shot,Hindi
5945,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
5948,Dance,affection,lip-syncing,self-shot,Hindi
5949,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
5956,Couple Romance,happy,lip-syncing,self-shot,Hindi
5958,Pranks,happy,self-spoken-monologues,special-effects,Hindi
5962,Dance,happy,background-song-with-lyrics,self-shot,Hindi
5976,Couple Romance,affection,lip-syncing,self-shot,Hindi
5980,Couple Romance,fear,background-song-with-lyrics,self-shot,Hindi
5984,Couple Romance,affection,lip-syncing,self-shot,Hindi
5985,Couple Romance,affection,lip-syncing,special-effects,Hindi
5987,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
6007,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6012,Couple Romance,happy,background-song-with-lyrics,special-effects,Hindi
6023,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
6029,Dance,happy,instrumental,self-shot,Hindi
6030,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6034,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
6037,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
6038,Couple Romance,affection,lip-syncing,self-shot,Hindi
6040,Couple Romance,affection,self-spoken-monologues,self-shot,Hindi
6052,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
6059,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6065,Dance,affection,lip-syncing,self-shot,Hindi
6075,Couple Romance,happy,lip-syncing,self-shot,Hindi
6079,Heartbreak Romance,sad,lip-syncing,videos-with-text,Hindi
6084,Dance,happy,background-song-with-lyrics,self-shot,Hindi
6086,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
6088,Memes,neutral,self-spoken-dialogues,videos-with-text,Hindi
6089,Couple Romance,affection,lip-syncing,self-shot,Hindi
6090,Dance,happy,lip-syncing,self-shot,Hindi
6091,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
6107,Couple Romance,happy,lip-syncing,self-shot,Hindi
6108,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
6109,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
6110,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
6112,Pranks,happy,background-song-with-lyrics,videos-with-text,Hindi
6117,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
6121,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6126,Dance,affection,lip-syncing,self-shot,Hindi
6131,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Hindi
6133,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6135,Dance,happy,lip-syncing,self-shot,Hindi
6140,Couple Romance,happy,lip-syncing,special-effects,Hindi
6141,Couple Romance,affection,lip-syncing,special-effects,Hindi
6149,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6152,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6159,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
6166,Dance,affection,lip-syncing,self-shot,Hindi
6178,Couple Romance,affection,lip-syncing,self-shot,Hindi
6185,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
6192,Couple Romance,affection,lip-syncing,videos-with-text,Hindi
6196,Couple Romance,affection,lip-syncing,self-shot,Hindi
6203,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
6213,Couple Romance,happy,lip-syncing,self-shot,Hindi
6227,Couple Romance,happy,lip-syncing,special-effects,Hindi
6232,Couple Romance,happy,lip-syncing,self-shot,Hindi
6240,Couple Romance,happy,lip-syncing,self-shot,Hindi
6245,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
6247,Couple Romance,affection,lip-syncing,self-shot,Hindi
6250,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
6254,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
6255,Couple Romance,affection,lip-syncing,special-effects,Hindi
6256,Couple Romance,affection,lip-syncing,special-effects,Hindi
6257,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6261,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6272,Heartbreak Romance,sad,self-spoken-dialogues,special-effects,Hindi
6274,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
6275,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6284,Couple Romance,happy,lip-syncing,self-shot,Hindi
6288,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
6292,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6303,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
6304,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
6318,Dance,neutral,self-sung-song,self-shot,Hindi
6320,Pranks,happy,self-spoken-monologues,videos-with-text,Hindi
6322,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
6337,Dance,happy,lip-syncing,self-shot,Hindi
6352,Pranks,happy,background-song-with-lyrics,videos-with-text,Hindi
6363,Dance,happy,lip-syncing,self-shot,Hindi
6364,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
6367,Couple Romance,happy,background-song-with-lyrics,special-effects,Hindi
6369,Couple Romance,happy,lip-syncing,self-shot,Hindi
6371,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6374,Couple Romance,affection,lip-syncing,self-shot,Hindi
6381,Couple Romance,affection,lip-syncing,special-effects,Hindi
6389,Pranks,happy,noise,self-shot,Hindi
6391,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
6392,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
6409,Couple Romance,neutral,background-song-with-lyrics,special-effects,Hindi
6416,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
6418,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
6421,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
6423,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
6429,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
6431,Heartbreak Romance,neutral,self-spoken-dialogues,videos-with-text,Hindi
6435,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
6438,Couple Romance,affection,lip-syncing,self-shot,Hindi
6442,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
6445,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
6453,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
6471,Heartbreak Romance,sad,self-spoken-monologues,self-shot,Hindi
6473,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
6474,Dance,happy,lip-syncing,self-shot,Hindi
6477,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
6480,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
6497,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
6508,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
6527,Couple Romance,happy,lip-syncing,self-shot,Hindi
6531,Pranks,happy,self-spoken-monologues,self-shot,Hindi
6533,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
6534,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
6541,Dance,happy,lip-syncing,self-shot,Hindi
6549,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6551,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
6556,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
6560,Dance,happy,lip-syncing,special-effects,Hindi
6565,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
6566,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6569,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
6577,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
6581,Pranks,fear,self-spoken-monologues,self-shot,Hindi
6584,Dance,affection,lip-syncing,self-shot,Hindi
6585,Memes,happy,self-spoken-monologues,special-effects,Hindi
6588,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
6593,Pranks,happy,self-spoken-monologues,self-shot,Hindi
6601,Dance,affection,lip-syncing,self-shot,Hindi
6605,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
6607,Heartbreak Romance,sad,self-spoken-dialogues,special-effects,Hindi
6608,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
6612,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6617,Pranks,happy,noise,special-effects,Hindi
6618,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
6621,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
6627,Couple Romance,confidence,lip-syncing,self-shot,Hindi
6641,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
6655,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
6659,Couple Romance,happy,lip-syncing,self-shot,Hindi
6687,Heartbreak Romance,sad,self-spoken-monologues,special-effects,Hindi
6703,Couple Romance,happy,lip-syncing,self-shot,Hindi
6706,Couple Romance,affection,self-spoken-monologues,self-shot,Hindi
6713,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Hindi
6719,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
6726,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6737,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6740,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
6760,Couple Romance,happy,lip-syncing,self-shot,Hindi
6764,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
6783,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6784,Couple Romance,happy,self-spoken-dialogues,special-effects,Hindi
6796,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6799,Pranks,happy,self-spoken-monologues,special-effects,Hindi
6801,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
6834,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
6841,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
6846,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
6850,Dance,affection,lip-syncing,self-shot,Hindi
6854,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6855,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
6859,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6863,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
6868,Couple Romance,happy,lip-syncing,self-shot,Hindi
6871,Couple Romance,happy,lip-syncing,special-effects,Hindi
6875,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
6891,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
6893,Couple Romance,affection,lip-syncing,self-shot,Hindi
6897,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6898,Heartbreak Romance,happy,lip-syncing,self-shot,Hindi
6899,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Hindi
6902,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
6905,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
6908,Couple Romance,affection,lip-syncing,self-shot,Hindi
6911,Couple Romance,happy,lip-syncing,self-shot,Hindi
6916,Heartbreak Romance,sad,self-spoken-dialogues,self-shot,Hindi
6926,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
6928,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
6936,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
6945,Couple Romance,affection,lip-syncing,self-shot,Hindi
6957,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
6961,Pranks,happy,self-spoken-monologues,special-effects,Hindi
6963,Couple Romance,happy,lip-syncing,self-shot,Hindi
6978,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
6979,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
6991,Couple Romance,happy,lip-syncing,special-effects,Hindi
6994,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
6997,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Hindi
6998,Couple Romance,happy,lip-syncing,self-shot,Hindi
7002,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
7003,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
7013,Dance,happy,lip-syncing,special-effects,Hindi
7017,Pranks,happy,self-spoken-monologues,special-effects,Hindi
7023,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
7025,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
7034,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
7035,Memes,happy,background-song-with-lyrics,animation,Hindi
7036,Dance,affection,lip-syncing,self-shot,Hindi
7037,Dance,happy,lip-syncing,self-shot,Hindi
7042,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
7065,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
7066,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
7073,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
7081,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
7091,Couple Romance,neutral,background-song-with-lyrics,special-effects,Hindi
7093,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
7094,Heartbreak Romance,sad,self-spoken-dialogues,self-shot,Hindi
7096,Dance,happy,lip-syncing,self-shot,Hindi
7103,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
7109,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
7117,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
7123,Couple Romance,affection,lip-syncing,self-shot,Hindi
7126,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
7127,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
7132,Pranks,confusion,background-song-with-lyrics,videos-with-text,Hindi
7140,Dance,affection,lip-syncing,self-shot,Hindi
7146,Heartbreak Romance,sad,lip-syncing,videos-with-text,Hindi
7147,Couple Romance,happy,lip-syncing,self-shot,Hindi
7153,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
7154,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
7156,Couple Romance,affection,lip-syncing,self-shot,Hindi
7161,Couple Romance,affection,self-spoken-dialogues,special-effects,Hindi
7162,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
7164,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
7172,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
7178,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
7182,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
7183,Couple Romance,happy,lip-syncing,self-shot,Hindi
7186,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
7187,Heartbreak Romance,sad,lip-syncing,special-effects,Hindi
7193,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
7196,Couple Romance,affection,lip-syncing,special-effects,Hindi
7197,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Hindi
7215,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
7220,Couple Romance,affection,lip-syncing,videos-with-text,Hindi
7224,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
7226,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
7227,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
7239,Couple Romance,affection,lip-syncing,self-shot,Hindi
7243,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Hindi
7244,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
7246,Heartbreak Romance,sad,lip-syncing,self-shot,Hindi
7249,Pranks,sad,self-spoken-dialogues,special-effects,Hindi
7254,Pranks,happy,self-spoken-dialogues,videos-with-text,Hindi
7257,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
7260,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
7261,Pranks,happy,noise,self-shot,Hindi
7265,Dance,affection,lip-syncing,self-shot,Hindi
7268,Couple Romance,affection,lip-syncing,special-effects,Hindi
7278,Heartbreak Romance,sad,self-spoken-dialogues,special-effects,Hindi
7296,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
7303,Pranks,happy,self-spoken-dialogues,special-effects,Hindi
7304,Pranks,happy,self-spoken-monologues,videos-with-text,Hindi
7313,Pranks,happy,noise,self-shot,Hindi
7320,Couple Romance,affection,lip-syncing,self-shot,Hindi
7321,Couple Romance,happy,lip-syncing,self-shot,Hindi
7324,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
7327,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
7328,Pranks,happy,self-spoken-dialogues,self-shot,Hindi
7329,Heartbreak Romance,sad,background-song-with-lyrics,videos-with-text,Hindi
7332,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
7335,Dance,affection,lip-syncing,self-shot,Hindi
7338,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
7341,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
7342,Couple Romance,affection,lip-syncing,special-effects,Hindi
7346,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
7360,Memes,neutral,background-song-with-lyrics,special-effects,Hindi
7365,Pranks,happy,background-song-with-lyrics,self-shot,Hindi
7372,Couple Romance,affection,lip-syncing,self-shot,Hindi
7378,Couple Romance,happy,lip-syncing,self-shot,Hindi
